results_juice_32_1_one_1.txt:Elapsed time is 781.464734 seconds.,781.464734
results_juice_32_1_one_10.txt:Elapsed time is 1110.626567 seconds.,1110.626567
results_juice_32_1_one_11.txt:Elapsed time is 1002.696577 seconds.,1002.696577
results_juice_32_1_one_12.txt:Elapsed time is 1006.315691 seconds.,1006.315691
results_juice_32_1_one_13.txt:Elapsed time is 1264.420493 seconds.,1264.420493
results_juice_32_1_one_14.txt:Elapsed time is 756.747081 seconds.,756.747081
results_juice_32_1_one_15.txt:Elapsed time is 912.076842 seconds.,912.076842
results_juice_32_1_one_16.txt:Elapsed time is 1204.940889 seconds.,1204.940889
results_juice_32_1_one_17.txt:Elapsed time is 961.908010 seconds.,961.908010
results_juice_32_1_one_18.txt:Elapsed time is 846.445357 seconds.,846.445357
results_juice_32_1_one_19.txt:Elapsed time is 967.019720 seconds.,967.019720
results_juice_32_1_one_2.txt:Elapsed time is 691.950292 seconds.,691.950292
results_juice_32_1_one_20.txt:Elapsed time is 1125.973574 seconds.,1125.973574
results_juice_32_1_one_21.txt:Elapsed time is 2125.255008 seconds.,2125.255008
results_juice_32_1_one_22.txt:Elapsed time is 1871.602568 seconds.,1871.602568
results_juice_32_1_one_23.txt:Elapsed time is 2206.978471 seconds.,2206.978471
results_juice_32_1_one_24.txt:Elapsed time is 1712.614617 seconds.,1712.614617
results_juice_32_1_one_25.txt:Elapsed time is 2378.620024 seconds.,2378.620024
results_juice_32_1_one_26.txt:Elapsed time is 1619.192707 seconds.,1619.192707
results_juice_32_1_one_27.txt:Elapsed time is 2087.023541 seconds.,2087.023541
results_juice_32_1_one_28.txt:Elapsed time is 1620.436197 seconds.,1620.436197
results_juice_32_1_one_29.txt:Elapsed time is 1933.707243 seconds.,1933.707243
results_juice_32_1_one_3.txt:Elapsed time is 821.450805 seconds.,821.450805
results_juice_32_1_one_30.txt:Elapsed time is 2589.617978 seconds.,2589.617978
results_juice_32_1_one_4.txt:Elapsed time is 787.205347 seconds.,787.205347
