File, Distance
results_simple_16_2_random_1.txt, 1
results_simple_16_2_random_1.txt, 6
results_simple_16_2_random_1.txt, 5
results_simple_16_2_random_1.txt, 6
results_simple_16_2_random_1.txt, 6
results_simple_16_2_random_1.txt, 6
results_simple_16_2_random_1.txt, 4
results_simple_16_2_random_1.txt, 0
results_simple_16_2_random_1.txt, 3
results_simple_16_2_random_1.txt, 1
results_simple_16_2_random_1.txt, 5
results_simple_16_2_random_1.txt, 4
results_simple_16_2_random_1.txt, 5
results_simple_16_2_random_1.txt, 5
results_simple_16_2_random_1.txt, 5
results_simple_16_2_random_1.txt, 3
results_simple_16_2_random_1.txt, 3
results_simple_16_2_random_1.txt, 0
results_simple_16_2_random_1.txt, 5
results_simple_16_2_random_1.txt, 4
results_simple_16_2_random_1.txt, 5
results_simple_16_2_random_1.txt, 5
results_simple_16_2_random_1.txt, 5
results_simple_16_2_random_1.txt, 3
results_simple_16_2_random_1.txt, 1
results_simple_16_2_random_1.txt, 3
results_simple_16_2_random_1.txt, 2
results_simple_16_2_random_1.txt, 3
results_simple_16_2_random_1.txt, 3
results_simple_16_2_random_1.txt, 3
results_simple_16_2_random_1.txt, 1
results_simple_16_2_random_1.txt, 3
results_simple_16_2_random_1.txt, 2
results_simple_16_2_random_1.txt, 3
results_simple_16_2_random_1.txt, 3
results_simple_16_2_random_1.txt, 3
results_simple_16_2_random_1.txt, 4
results_simple_16_2_random_1.txt, 3
results_simple_16_2_random_1.txt, 4
results_simple_16_2_random_1.txt, 4
results_simple_16_2_random_1.txt, 5
results_simple_16_2_random_1.txt, 4
results_simple_16_2_random_1.txt, 5
results_simple_16_2_random_1.txt, 4
results_simple_16_2_random_1.txt, 3
results_simple_16_2_random_1.txt, 3
results_simple_32_2_random_7.txt, 0
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 9
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 9
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 0
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 0
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 0
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 0
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 9
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 10
results_simple_32_2_random_7.txt, 9
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 0
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 9
results_simple_32_2_random_7.txt, 10
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 0
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 9
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 10
results_simple_32_2_random_7.txt, 11
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 0
results_simple_32_2_random_7.txt, 1
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 1
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 1
results_simple_32_2_random_7.txt, 0
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 1
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 9
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 0
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 9
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 1
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 1
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 0
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 1
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 9
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 9
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 0
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 1
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 0
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 10
results_simple_32_2_random_7.txt, 9
results_simple_32_2_random_7.txt, 10
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 9
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 1
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 0
results_simple_32_2_random_7.txt, 1
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 9
results_simple_32_2_random_7.txt, 10
results_simple_32_2_random_7.txt, 11
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 1
results_simple_32_2_random_7.txt, 0
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 0
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 1
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 1
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 9
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 1
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 2
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 5
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 8
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 3
results_simple_32_2_random_7.txt, 6
results_simple_32_2_random_7.txt, 7
results_simple_32_2_random_7.txt, 4
results_simple_32_2_random_7.txt, 8
results_simple_16_2_random_10.txt, 0
results_simple_16_2_random_10.txt, 2
results_simple_16_2_random_10.txt, 1
results_simple_16_2_random_10.txt, 2
results_simple_16_2_random_10.txt, 2
results_simple_16_2_random_10.txt, 11
results_simple_16_2_random_10.txt, 11
results_simple_16_2_random_10.txt, 11
results_simple_16_2_random_10.txt, 11
results_simple_16_2_random_10.txt, 10
results_simple_16_2_random_10.txt, 14
results_simple_16_2_random_10.txt, 13
results_simple_16_2_random_10.txt, 9
results_simple_16_2_random_10.txt, 14
results_simple_16_2_random_10.txt, 8
results_simple_16_2_random_10.txt, 2
results_simple_16_2_random_10.txt, 0
results_simple_16_2_random_10.txt, 1
results_simple_16_2_random_10.txt, 2
results_simple_16_2_random_10.txt, 2
results_simple_16_2_random_10.txt, 9
results_simple_16_2_random_10.txt, 9
results_simple_16_2_random_10.txt, 9
results_simple_16_2_random_10.txt, 11
results_simple_16_2_random_10.txt, 8
results_simple_16_2_random_10.txt, 12
results_simple_16_2_random_10.txt, 11
results_simple_16_2_random_10.txt, 7
results_simple_16_2_random_10.txt, 12
results_simple_16_2_random_10.txt, 1
results_simple_16_2_random_10.txt, 1
results_simple_16_2_random_10.txt, 0
results_simple_16_2_random_10.txt, 1
results_simple_16_2_random_10.txt, 1
results_simple_16_2_random_10.txt, 10
results_simple_16_2_random_10.txt, 10
results_simple_16_2_random_10.txt, 10
results_simple_16_2_random_10.txt, 10
results_simple_16_2_random_10.txt, 9
results_simple_16_2_random_10.txt, 13
results_simple_16_2_random_10.txt, 12
results_simple_16_2_random_10.txt, 8
results_simple_16_2_random_10.txt, 2
results_simple_16_2_random_10.txt, 2
results_simple_16_2_random_10.txt, 1
results_simple_16_2_random_10.txt, 0
results_simple_16_2_random_10.txt, 2
results_simple_16_2_random_10.txt, 11
results_simple_16_2_random_10.txt, 11
results_simple_16_2_random_10.txt, 11
results_simple_16_2_random_10.txt, 11
results_simple_16_2_random_10.txt, 10
results_simple_16_2_random_10.txt, 14
results_simple_16_2_random_10.txt, 13
results_simple_16_2_random_10.txt, 2
results_simple_16_2_random_10.txt, 2
results_simple_16_2_random_10.txt, 1
results_simple_16_2_random_10.txt, 2
results_simple_16_2_random_10.txt, 0
results_simple_16_2_random_10.txt, 9
results_simple_16_2_random_10.txt, 9
results_simple_16_2_random_10.txt, 9
results_simple_16_2_random_10.txt, 9
results_simple_16_2_random_10.txt, 8
results_simple_16_2_random_10.txt, 12
results_simple_16_2_random_10.txt, 11
results_simple_16_2_random_10.txt, 9
results_simple_16_2_random_10.txt, 10
results_simple_16_2_random_10.txt, 11
results_simple_16_2_random_10.txt, 9
results_simple_16_2_random_10.txt, 0
results_simple_16_2_random_10.txt, 2
results_simple_16_2_random_10.txt, 2
results_simple_16_2_random_10.txt, 4
results_simple_16_2_random_10.txt, 3
results_simple_16_2_random_10.txt, 11
results_simple_16_2_random_10.txt, 9
results_simple_16_2_random_10.txt, 10
results_simple_16_2_random_10.txt, 11
results_simple_16_2_random_10.txt, 9
results_simple_16_2_random_10.txt, 2
results_simple_16_2_random_10.txt, 0
results_simple_16_2_random_10.txt, 0
results_simple_16_2_random_10.txt, 2
results_simple_16_2_random_10.txt, 11
results_simple_16_2_random_10.txt, 9
results_simple_16_2_random_10.txt, 10
results_simple_16_2_random_10.txt, 11
results_simple_16_2_random_10.txt, 9
results_simple_16_2_random_10.txt, 2
results_simple_16_2_random_10.txt, 0
results_simple_16_2_random_10.txt, 0
results_simple_16_2_random_10.txt, 11
results_simple_16_2_random_10.txt, 11
results_simple_16_2_random_10.txt, 10
results_simple_16_2_random_10.txt, 11
results_simple_16_2_random_10.txt, 9
results_simple_16_2_random_10.txt, 4
results_simple_16_2_random_10.txt, 2
results_simple_16_2_random_10.txt, 10
results_simple_16_2_random_10.txt, 8
results_simple_16_2_random_10.txt, 9
results_simple_16_2_random_10.txt, 10
results_simple_16_2_random_10.txt, 8
results_simple_16_2_random_10.txt, 3
results_simple_16_2_random_10.txt, 14
results_simple_16_2_random_10.txt, 12
results_simple_16_2_random_10.txt, 13
results_simple_16_2_random_10.txt, 14
results_simple_16_2_random_10.txt, 12
results_simple_16_2_random_10.txt, 13
results_simple_16_2_random_10.txt, 11
results_simple_16_2_random_10.txt, 12
results_simple_16_2_random_10.txt, 13
results_simple_16_2_random_10.txt, 9
results_simple_16_2_random_10.txt, 7
results_simple_16_2_random_10.txt, 8
results_simple_16_2_random_10.txt, 14
results_simple_16_2_random_10.txt, 12
results_simple_16_2_random_10.txt, 8
